box_office,movie_id,movie_title,release_date,directedBy,starring,genre,runtime,country,language,rating_num,vote_num,rating_per_stars5,rating_per_stars4,rating_per_stars3,rating_per_stars2,rating_per_stars1,intro,comment_num,question_num
6998.0,26266893,流浪地球,2019,['郭帆'],"['屈楚萧', '吴京', '李光洁', '吴孟达', '赵今麦', '隋凯', '屈菁菁', '张亦驰', '杨皓宇', '阿尔卡基·沙罗格拉茨基', '李虹辰', '杨轶', '姜志刚', '张欢', '雷佳音', '宁浩', '刘慈欣', '郭京飞', '王智', '张子贤', '路阳', '张宁', '张小北', '饶晓志', '陶珞依', '吴晓亮', '龚格尔', '郭帆']","['科幻', '冒险', '灾难']",125,中国大陆,汉语普通话 / 英语 / 俄语 / 法语 / 日语 / 韩语 / 印尼语,7.8,1651096,31.6,38.6,22.8,4.8,2.3,近未来，科学家们发现太阳急速衰老膨胀，短时间内包括地球在内的整个太阳系都将被太阳所吞没。为了自救，人类提出一个名为“流浪地球”的大胆计划，即倾全球之力在地球表面建造上万座发动机和转向发动机，推动地球离开太阳系，用2500年的时间奔往另外一个栖息之地。中国航天员刘培强（吴京 饰）在儿子刘启四岁那年前往国际空间站，和国际同侪肩负起领航者的重任。转眼刘启（屈楚萧 饰）长大，他带着妹妹朵朵（赵今麦 饰）偷偷跑到地表，偷开外公韩子昂（吴孟达 饰）的运输车，结果不仅遭到逮捕，还遭遇了全球发动机停摆的事件。为了修好发动机，阻止地球坠入木星，全球开始展开饱和式营救，连刘启他们的车也被强征加入。在与时间赛跑的过程中，无数的人前仆后继，奋不顾身，只为延续百代子孙生存的希望……本片根据刘慈欣的同名小说改编。,662933,176
6985.0,3289086,暮光之城3：月食 The Twilight Saga: Eclipse,2010,['大卫·斯雷德'],"['克里斯汀·斯图尔特', '罗伯特·帕丁森', '泰勒·洛特纳', '比利·伯克', '阿什丽·格林尼', '杰克逊·拉斯波恩', '妮基·瑞德', '凯南·鲁兹', '伊莉莎白·里瑟', '彼得·费辛利', '吉尔·伯明翰', '克里斯蒂·瑟拉图斯', '安娜·肯德里克', '祖蒂·弗兰', '泽维尔·塞缪尔', '迈克·韦尔奇']","['剧情', '爱情', '惊悚', '奇幻']",124,美国,英语,6.8,184073,13.6,26.9,46.1,10.9,2.4,贝拉（克里斯汀•斯图尔特 Kristen Stewart 饰）即将毕业，她与爱德华（罗伯特•帕丁森 Robert Pattinson 饰）在婚姻问题尚有分歧。父亲总担心女儿跟爱德华交往会吃亏，但是爱德华保守派风格令他安心。雅各布（泰勒•洛特纳 Taylor Lautner 饰）看到爱德华与贝拉依旧如胶似漆，内心十分挣扎。他感应到贝拉对自己的感觉，并私下对她示爱。在强吻遭拒后，两人不欢而散。贝拉的衣物神秘被盗，同时爱丽丝感到昔日库伦家族的维多利亚正在准备为死去的詹姆斯复仇。后者组建了一支吸血鬼新生儿军团，正在赶往此地，来势汹汹，不可不防。于是，库伦家族决定积极备战。考虑到贝拉的安全，雅各布也决定加入，昔日宿敌结盟，联手对抗外来的恶势力。然而大战在即，贝拉却还纠缠在同爱德华和雅各布的感情之间，难以抉择……,35382,0
6947.0,3068206,碟中谍4 Mission: Impossible - Ghost Protocol,2011,['布拉德·伯德'],"['汤姆·克鲁斯', '杰瑞米·雷纳', '西蒙·佩吉', '宝拉·巴顿', '蕾雅·赛杜', '迈克尔·恩奎斯特', '弗拉基米尔·马什科夫', '萨穆里·埃德尔曼', '伊万·舍甫多夫', '亚尼·卡普', '乔什·哈洛威', '帕维尔·克里兹', '米拉吉·格尔比克', '伊利亚·沃里克', '戈兰·纳沃耶克', '拉迪斯拉夫·伯兰', 'Tomás Valík', '兰迪·霍尔', '维塔利·克拉夫琴科', '麦克·多普德', '马丁·哈伯', 'Ivo Novák', 'Marek Dobes', '克劳迪娅·瓦西科娃', '布莱恩·卡斯佩', '佩特拉·卢斯提戈瓦', '艾普尔·斯图瓦特', '安德雷斯·魏斯涅夫斯基', '迪米特里·柴波维特斯基', '道恩·楚拜', '凯斯·达拉斯', 'Tammy Hui', '大卫·斯图尔特', 'Sabrina Morris', '杰西卡·贝尔金', '斯蒂芬·罗波', '米歇尔·莫纳汉', '阿里·奥洛米', '文·瑞姆斯', '米哈利·绍鲍多什', '汤姆·威尔金森']","['动作', '惊悚', '冒险']",133,美国 / 阿联酋 / 捷克 / 俄罗斯 / 印度 / 加拿大,英语 / 俄语 / 法语 / 阿拉伯语 / 瑞典语,8.3,375050,31.9,53.2,14.1,0.7,0.1,特工汉纳威（乔什·哈洛威 Josh Holloway 饰）执行任务时遇害，核机密文件被女杀手莫伦（蕾雅·赛杜 Léa Seydoux 饰）截获。为了找回文件，特工班吉（西蒙·佩吉 Simon Pegg 饰）和特工简（宝拉·巴顿 Paula Patton 饰）从俄罗斯监狱救出了伊桑·亨特（汤姆·克鲁斯 Tom Cruise 饰）。他们接受的幽灵协议任务便是从克林姆林宫盗取核军事密码。然而，当他们接近目标时，却发现被恐怖分子亨德里克斯（迈克尔·恩奎斯特 Michael Nyqvist 饰）捷足先登，抢走了核军事密码。在爆炸中，亨特受困医院，遭俄特工的追捕，幸好他身手矫捷，才化险为夷。不过，亨特的上司也在混乱中丧生，只剩下其助手布兰德（杰瑞米·雷纳 Jeremy Renner 饰）与亨特死里逃生，加上班吉和简，逼上绝境的四人开始了最后一搏，从迪拜到印度，他们出生入死，与恐怖分子斗智斗勇……,102050,16
6944.0,3592853,饥饿游戏 The Hunger Games,2012,['盖瑞·罗斯'],"['詹妮弗·劳伦斯', '乔什·哈切森', '利亚姆·海姆斯沃斯', '韦斯·本特利', '伊丽莎白·班克斯', '斯坦利·图齐', '伍迪·哈里森', '伊莎贝拉·弗尔曼', '阿曼德拉·斯坦伯格 ', '薇洛·西尔德斯', '唐纳德·萨瑟兰', '亚历山大·路德韦格', '莱文·兰宾', '杰克·奎德']","['动作', '科幻', '冒险']",142,美国,英语,7.0,314910,12.2,36.7,41.3,7.9,1.8,北美洲在一场大战后被摧毁，在美国原来的废墟上，人们建立了新的家园，但新政权规定：管辖下的12个地区每年都必须进贡少年男女，参加一档电视直播节目“饥饿游戏”（Hunger Game）。节目的规则很简单——杀人或者被杀。凯妮丝Katniss Everdeen（詹妮弗·劳伦斯 Jennifer Lawrence 饰）的妹妹不幸在12区“选择日”时被选中，由于要保护妹妹，凯妮丝自告奋勇要替妹妹上场 。她不得不与心上人盖尔Gale Hawthorne（利亚姆·海姆斯沃斯 Liam Hemsworth 饰）分开，跟同时被选为12区贡品代表的皮塔Peeta Mellark（乔什·哈切森 Josh Hutcherson 饰）进入游戏。尽管凯妮丝自小就进行狩猎，拥有过人的弓箭技巧，对节目里的重重障碍都能应付自如，但她在比赛中要与残忍强壮的他区选手互相周旋，要想成为最后的赢家就必须成为一个没有人性的杀人机器，这对她是一个极大的考验。《饥饿游戏》是美国作家苏珊·柯林斯（Suzanne Collins）同名青少年科幻小说三部曲中的第一部（其余两部分别名为《星火燎原 Catching Fire》和《自由梦幻 Mockingjay》）。,86536,26
6908.0,25793398,海洋奇缘 Moana,2016,"['罗恩·克莱蒙兹', '约翰·马斯克', '唐·霍尔', '克里斯·威廉姆斯']","['奥丽伊·卡瓦洛', '道恩·强森', '瑞切尔·豪斯', '特穆拉·莫里森', '克里斯·杰克逊', '杰梅奈·克莱门特', '尼可·斯彻金格', '艾伦·图代克', '奥斯卡·凯特利', '特洛伊·波拉马鲁', '普阿娜妮·卡瓦洛', '露易丝·布什', 'Carlina Will']","['动画', '歌舞', '奇幻', '冒险']",107,美国,英语,7.6,147240,18.5,44.9,33.6,2.7,0.3,故事最早始于住在风和海的半神毛伊（道恩·强森 Dwayne Johnson 配音），他偷走了女神的特菲堤之心，导致岩浆魔鬼厄卡陷入疯狂的状态，南太平洋各小岛也面临着毁灭的威胁。一千多年后，某座小岛上的酋长女儿莫阿娜（奥丽依·卡拉瓦霍 Auli'i Cravalho 配音）在父母的呵护下渐渐长大，童年时她曾偶然捡到特菲堤之心，亦曾受到大海的召唤，然而父亲却严厉禁止莫阿娜出海，即使小岛正遭受着死亡的威胁。从奶奶那里，莫阿娜知晓了他们这一族人的历史，于是为了拯救小岛，她依然出海去寻找被困在某地的毛伊，好让他归还特菲堤之心。历经千辛万苦，莫阿娜终于见到了这个传说中的高傲自大的半神。而毛伊则担心特菲堤之心带来霉运拒绝前往。只不过在命运的指引下，毛伊还是随着莫阿娜踏上未知的征途……,42861,34
6827.0,10727641,碟中谍5：神秘国度 Mission: Impossible - Rogue Nation,2015,['克里斯托弗·麦奎里'],"['汤姆·克鲁斯', '杰瑞米·雷纳', '丽贝卡·弗格森', '西蒙·佩吉', '文·瑞姆斯', '西恩·哈里斯', '西蒙·迈克伯尼', '汤姆·霍兰德', '延斯·赫尔腾', '亚历克·鲍德温', '张静初', '马特罗·鲁菲诺', '费尔南多·阿巴迪', '亚历克·乌特戈夫', '赫敏·科菲尔德', '奈吉尔·巴伯', 'William Roberts', '巴纳巴斯·雷蒂', '罗伯特‧马瑟', '沃尔夫冈·施特格曼', '阿美莉嘉·奥利沃', '斯特拉·斯托克尔', '劳伦斯·鲁波', '沃尔夫冈·塞尔尼', '鲁珀特·威克姆', '彼得·斯塔克', '雷切尔·汉德肖', '肖恩·克罗宁', '亚森·阿图', '明格斯·约翰斯顿', '奥赛·伊克希尔', '奈杰尔·艾伦', 'Femi Ogunbanjo', 'Thomas Anton', '拉斯科·阿特金斯', '查尔斯·巴巴洛拉', '理查德·班克斯', ' 劳拉·伯纳德斯基', '埃里克·可可', '贝恩·科拉科']","['动作', '惊悚', '冒险']",131,美国 / 中国香港 / 中国大陆,英语 / 瑞典语 / 德语,7.8,286623,20.6,52.2,25.5,1.5,0.2,资深特工伊森·亨特（汤姆·克鲁斯 Tom Cruise 饰）也有百密一疏时刻，他在接收最新任务时遭到神秘组织“辛迪加”的暗算落入对方手中。辛迪加是一支由全球各地前特工组成的秘密组织，此前一直被CIA视为空穴来风。在对方成员伊莎·福斯特（丽贝卡·弗格森 Rebecca Ferguson 饰）的帮助下，伊森逃出生天，并及时向威廉•布莱德（杰瑞米·雷纳 Jeremy Renner 饰）汇报了辛迪加确切存在的消息。然而此时布莱德的日子并不好过，他负责的IMF机构因俄罗斯核弹头等事件遭到CIA指控并责令解散。在得知该组织密谋刺杀奥地利总统时，伊森联系上了老搭档班吉·邓恩（西蒙·佩吉 Simon Pegg 饰）展开行动，并于谜样女郎伊莎再度相会。接下来的一连串事件中，辛迪加的真面目逐渐揭开，而他们也终于显露出真实的目的……,74700,106
6779.0,1292720,阿甘正传 Forrest Gump,1994,['罗伯特·泽米吉斯'],"['汤姆·汉克斯', '罗宾·怀特', '加里·西尼斯', '麦凯尔泰·威廉逊', '莎莉·菲尔德', '海利·乔·奥斯蒙', '迈克尔·康纳·亨弗里斯', '哈罗德·G·赫瑟姆', '山姆·安德森', '伊俄涅·M·特雷奇', '彼得·道博森', '希芳·法隆', '伊丽莎白·汉克斯', '汉娜·豪尔', '克里斯托弗·琼斯', '罗布·兰德里', '杰森·麦克奎尔', '桑尼·施罗耶', '艾德·戴维斯', '丹尼尔C.斯瑞派克', '大卫·布里斯宾', '德博拉·麦克蒂尔', '艾尔·哈林顿', '阿非莫·奥米拉', '约翰·沃德斯塔德', '迈克尔·伯吉斯', '埃里克·安德伍德', '拜伦·明斯', '斯蒂芬·布吉格沃特', '约翰·威廉·高尔特', '希拉里·沙普兰', '伊莎贝尔·罗斯', '理查德·达历山德罗', '迪克·史迪威', '迈克尔-杰斯', '杰弗里·布莱克', '瓦妮莎·罗斯', '迪克·卡维特', '马拉·苏查雷特扎', '乔·阿拉斯奇', 'W·本森·泰瑞']","['剧情', '爱情']",142,美国,英语,9.5,1731502,76.9,20.2,2.6,0.2,0.1,阿甘（汤姆·汉克斯 饰）于二战结束后不久出生在美国南方阿拉巴马州一个闭塞的小镇，他先天弱智，智商只有75，然而他的妈妈是一个性格坚强的女性，她常常鼓励阿甘“傻人有傻福”，要他自强不息。阿甘像普通孩子一样上学，并且认识了一生的朋友和至爱珍妮（罗宾·莱特·潘 饰），在珍妮 和妈妈的爱护下，阿甘凭着上帝赐予的“飞毛腿”开始了一生不停的奔跑。阿甘成为橄榄球巨星、越战英雄、乒乓球外交使者、亿万富翁，但是，他始终忘不了珍妮，几次匆匆的相聚和离别，更是加深了阿甘的思念。有一天，阿甘收到珍妮的信，他们终于又要见面……,333668,50
6777.0,3025375,奇异博士 Doctor Strange,2016,['斯科特·德瑞克森'],"['本尼迪克特·康伯巴奇', '蒂尔达·斯文顿', '麦斯·米科尔森', '切瓦特·埃加福', '瑞秋·麦克亚当斯', '迈克尔·斯图巴', '本尼迪克特·王', '本杰明·布拉特', '斯科特·阿金斯', '莎拉·费希恩', '阿拉·萨菲']","['动作', '奇幻', '冒险']",115,美国,英语,7.6,497730,18.9,47.6,29.9,3.1,0.5,斯特兰奇博士（本尼迪克特·康伯巴奇 Benedict Cumberbatch 饰）是一名外科手术医生，他拥有着高超的智商和精湛的技艺，是医院乃至整个医学界的传奇人物。某一日，斯特兰奇博士遭遇了一场可怕的车祸，尽管保住了双手，但这双手伤痕累累不住颤抖，这也就意味着，他再也不能拿起手术刀，站在无影灯下了。斯特兰奇博士的生活就此失去了意义陷入了绝望之中，他决定远赴尼泊尔，寻找传说中能够治愈他双手的神秘力量。在尼泊尔，风尘仆仆的斯特兰奇博士拜入了神秘的古一法师（蒂尔达·斯文顿 Tilda Swinton 饰）门下，成为了其弟子，与此同时，古一法师曾经的弟子卡西利亚斯（麦斯·米科尔森 饰）亦在虎视眈眈，企图完成他获得永生的大业。,153005,104
6775.0,1889243,星际穿越 Interstellar,2014,['克里斯托弗·诺兰'],"['马修·麦康纳', '安妮·海瑟薇', '杰西卡·查斯坦', '麦肯吉·弗依', '卡西·阿弗莱克', '迈克尔·凯恩', '马特·达蒙', '蒂莫西·柴勒梅德', '艾伦·伯斯汀', '约翰·利思戈', '韦斯·本特利', '大卫·吉亚西', '比尔·欧文', '托弗·戈瑞斯', '科莱特·沃夫', '弗朗西斯·X·麦卡蒂', '安德鲁·博尔巴', '乔什·斯图沃特', '莱雅·卡里恩斯', '利亚姆·迪金森', '杰夫·赫普内尔', '伊莱耶斯·加贝尔', '布鲁克·史密斯', '大卫·奥伊罗', '威廉姆·德瓦内', '拉什·费加', '格里芬·弗雷泽', '弗洛拉·诺兰']","['剧情', '科幻', '冒险']",169,美国 / 英国 / 加拿大,英语,9.3,1349795,72.4,22.7,4.2,0.4,0.3,近未来的地球黄沙遍野，小麦、秋葵等基础农作物相继因枯萎病灭绝，人类不再像从前那样仰望星空，放纵想象力和灵感的迸发，而是每日在沙尘暴的肆虐下倒数着所剩不多的光景。在家务农的前NASA宇航员库珀（马修·麦康纳 Matthew McConaughey 饰）接连在女儿墨菲（麦肯吉·弗依 Mackenzie Foy 饰）的书房发现奇怪的重力场现象，随即得知在某个未知区域内前NASA成员仍秘密进行一个拯救人类的计划。多年以前土星附近出现神秘虫洞，NASA借机将数名宇航员派遣到遥远的星系寻找适合居住的星球。在布兰德教授（迈克尔·凯恩 Michael Caine 饰）的劝说下，库珀忍痛告别了女儿，和其他三名专家教授女儿艾米莉亚·布兰德（安妮·海瑟薇 Anne Hathaway 饰）、罗米利（大卫·吉雅西 David Gyasi 饰）、多伊尔（韦斯·本特利 Wes Bentley 饰）搭乘宇宙飞船前往目前已知的最有希望的三颗星球考察。他们穿越遥远的星系银河，感受了一小时七年光阴的沧海桑田，窥见了未知星球和黑洞的壮伟与神秘。在浩瀚宇宙的绝望而孤独角落，总有一份超越了时空的笃定情怀将他们紧紧相连……,358712,1218
6728.0,1297630,第六感 The Sixth Sense,1999,['M·奈特·沙马兰'],"['布鲁斯·威利斯', '海利·乔·奥斯蒙', '托妮·科莱特', '奥莉维亚·威廉姆斯', '唐尼·沃尔伯格', '特拉沃·摩根', '彼得·安东尼·唐伯蒂斯', '格伦·菲茨杰拉德', '米莎·巴顿', 'Lisa Summerour', '法尔德斯·巴姆', '杰弗里·泽布尼斯']","['剧情', '悬疑', '惊悚']",107,美国,英语 / 拉丁语 / 西班牙语,8.9,439703,53.3,38.3,7.8,0.5,0.1,麦克（布鲁斯·威利斯 饰）是著名儿童心理学家，却也有始终未能治愈的患者，甚至因此遭到枪击，这名少年随后也饮枪自毙。这给麦克带来很大心理阴影，一年后他找到另一个症状很像这名患者的男孩柯尔（海利·乔·奥斯蒙 饰），并耐心的做起了他的医生。柯尔并不容易接近，但麦克还是慢慢赢得 了他的信任，得知了柯尔的秘密。原来柯尔有着灵异的第六感，可以看到鬼魂。虽然这令人感到难以置信，但麦克在证实了事情的真相后还是帮助柯尔接受了这个事实。可是就在问题即将得到解决的时候，麦克却在柯尔的引导下，发现了一个更令人震惊的秘密……,102382,56
6680.0,2049435,超人：钢铁之躯 Man of Steel,2013,['扎克·施奈德'],"['亨利·卡维尔', '艾米·亚当斯', '迈克尔·珊农', '凯文·科斯特纳', '戴安·琳恩', '罗素·克劳', '克里斯托弗·米洛尼', '安婕·特拉乌', '劳伦斯·菲什伯恩', '阿耶莱特·祖里尔', '雅丹·古尔德', '迈克尔·凯利', '迪伦·斯派比利', '朱利安·瑞钦斯']","['动作', '科幻', '冒险']",143,美国 / 英国,英语,7.1,200230,14.1,37.0,41.0,6.5,1.3,遥远的宇宙深处，随着氪星的毁灭，超人的传奇故事拉开序幕。氪星人乔·艾尔（罗素·克劳 Russell Crowe 饰）抵死反抗佐德将军（迈克尔·珊农 Michael Shannon 饰）的邪恶计划，冒险将刚出生不久的儿子卡尔·艾尔被送到银河系另一边的地球。卡尔降落在美国堪萨斯一座小镇，他幸运地成为乔纳森·肯特（凯文·科斯特纳 Kevin Costner 饰）和玛莎（黛安·莲恩 Diane Lane 饰）的养子，并且得名克拉克。克拉克从小显露出与众不同的能力与特征，但这些带给他惊讶的同时还有数不清的烦恼。通过养父的引导，克拉克（亨利·卡维尔 Henry Cavill 饰）慢慢弄清自己的身世以及所肩负的使命。终于有一天，遥远的故乡“同胞”莅临。站在故乡与地球、邪恶与正义的两端，超人即将面临重大的抉择……,60091,11
6670.0,1437342,冰川时代2：融冰之灾 Ice Age: The Meltdown,2006,['卡洛斯·沙尔丹哈'],"['雷·罗马诺', '约翰·雷吉扎莫', '丹尼斯·利瑞', '西恩·威廉·斯科特', '乔希·佩克', '奎恩·拉提法', '威尔·阿奈特', '杰·雷诺', '克里斯·韦奇', '彼得·阿克曼', '约瑟夫·博洛尼亚', '彼得·德塞夫']","['喜剧', '动画', '冒险']",91,美国,英语,8.1,206771,27.2,53.4,18.3,0.9,0.1,地球上的冰河期终于就快要结束了！面对一天天变暖的天气，动物们都欢欣鼓舞。万物回春的天气里，食物多种多样，生活无忧无虑……我们第一集的三个英雄迭戈（剑齿虎）、曼尼（猛犸）和希德（树獭）却在普世欢腾的气氛中察觉出了危机：随着地球逐渐变暖，水位正慢慢上升，照这个速度下去，动物们的家园很快将被淹没。于是，动物们在迭戈、曼尼和希德的带领下，又开始了找寻新家园的旅途。路上，除了欢笑连连，还有苦难多多。动物们最终能否克服困难，找到一个全新的天地？,27991,6
6657.0,3233635,功夫熊猫2 Kung Fu Panda 2,2011,['吕寅荣'],"['杰克·布莱克', '安吉丽娜·朱莉', '达斯汀·霍夫曼', '加里·奥德曼', '成龙', '塞斯·罗根', '刘玉玲', '大卫·克罗斯', '吴汉章', '杨紫琼', '丹尼·麦克布莱德', '丹尼斯·海斯伯特', '尚格·云顿', '维克多·加博', '迈克·贝尔', '艾普尔·洪', '亚历山德拉·戈尔德·朱尔登', '斯蒂芬·凯林', '利亚姆·奈特', '保罗·马祖斯基', '丹·奥康纳', '罗密·罗斯蒙特', '莫瑞·史特林', '弗雷德·塔特西奥', '劳伦·汤姆', '康拉德·弗农']","['喜剧', '动作', '动画', '冒险']",91,美国,英语,8.0,382586,25.7,51.0,21.7,1.4,0.2,上一部中，熊猫阿宝（杰克·布莱克 Jack Black 配音）功成名就，成为名震四方的神龙大侠。平日里他随同师傅（达斯汀·霍夫曼 Dustin Hoffman 配音）以及盖世五侠：悍娇虎 （安吉丽娜·朱莉 Angelina Jolie 配音）、猴王（成龙 Jackie Chan 配音）、快螳螂（塞斯·罗根 Seth Rogen 配音）、俏小龙（刘玉玲 Lucy Liu 配音）、灵鹤（大卫·克罗斯 David Cross 配音）在和平谷修炼，生活悠哉游哉。这一日，一伙恶徒闯入山谷抢夺金属材料，在与他们交手中阿宝意外产生幻觉，由此对自己的身世感到疑惑。另一方面，恶徒的魁首白孔雀沈王爷（加里·奥德曼 Gary Oldman 配音）正图谋闯入王宫，称霸全中国。新的正邪大战拉开序幕，阿宝他们面临前所未有的挑战……,84256,5
6583.0,10047547,饥饿游戏3：嘲笑鸟(下) The Hunger Games: Mockingjay - Part 2,2015,['弗朗西斯·劳伦斯'],"['詹妮弗·劳伦斯', '乔什·哈切森', '利亚姆·海姆斯沃斯', '伍迪·哈里森', '伊丽莎白·班克斯', '朱丽安·摩尔', '菲利普·塞默·霍夫曼', '杰弗里·怀特', '斯坦利·图齐', '唐纳德·萨瑟兰', '托比·琼斯', '山姆·克拉弗林', '吉娜·马隆', '娜塔莉·多默尔', '伊万·罗斯']","['动作', '科幻', '冒险']",136,美国,英语,6.4,116767,9.2,23.6,50.2,13.8,3.2,施惠国爆发了全面战争，凯特尼斯（詹妮弗·劳伦斯 Jennifer Lawrence 饰）将在最后关头对峙斯诺总统（唐纳德·萨瑟兰 Donald Sutherland 饰）。在盖尔（利亚姆·海姆斯沃斯 Liam Hemsworth 饰）、芬尼克（山姆·克拉弗林 Sam Claflin 饰）和皮塔（乔什·哈切森 Josh Hutcherson 饰）等好友的陪伴下，凯特尼斯和十三区的小队一起为了解放施惠国的人民而冒险抗争，并且策划暗杀越来越执迷于杀死她的斯诺总统。凯特尼斯将面对致命陷阱、劲敌和道义上的选择，而这些挑战都不曾出现在饥饿游戏的竞技场中。,30934,31
6579.0,2158490,正义联盟 Justice League,2017,['扎克·施奈德'],"['本·阿弗莱克', '亨利·卡维尔', '盖尔·加朵', '埃兹拉·米勒', '杰森·莫玛', '雷·费舍尔', '杰瑞米·艾恩斯', '艾米·亚当斯', '戴安·琳恩', '康妮·尼尔森', 'J·K·西蒙斯', '塞伦·希德', '艾梅柏·希尔德', '乔·莫顿', '丽莎·洛文·孔斯利', '大卫·休里斯', '迈克尔·麦克埃尔哈顿', '理查德·克里弗特', '英格瓦·埃盖特·西古德松', '比利·克鲁德普', '赛吉·康斯坦斯', '乔·曼根尼罗', '杰西·艾森伯格', '郑恺']","['动作', '科幻', '奇幻', '冒险']",120,美国,英语 / 冰岛语 / 俄语,6.4,264025,7.2,25.3,51.7,13.6,2.2,超人离去，举世陷入哀悼之中。可是世界并未就此和平，恶势力蠢蠢欲动，犯罪气焰重新抬头。更为糟糕的是，来自远古的可怕威胁正渐渐逼近。在很久很久以前，亚特兰蒂斯人、亚马逊人和神族联合对抗邪恶的荒原狼。历经艰苦的斗争，荒原狼最终战败，被迫流放，而他留在地球上的三个盒子则分别由亚特兰蒂斯人、亚马逊人和普通人类看管。如今荒原狼卷土重来，地球被邪恶的阴影笼罩。值此危急关头，神奇女侠戴安娜（盖尔·加朵 Gal Gadot 饰）、蝙蝠侠布鲁斯·韦恩（本·阿弗莱克 Ben Affleck 饰）、海王（杰森·莫玛 Jason Momoa 饰）、闪电侠（埃兹拉·米勒 Ezra Miller 饰）、钢骨维克多·斯通（雷·费舍尔 Ray Fisher 饰）等五名正义战士走到一起。他们结成正义联盟，与荒原狼大军展开殊死之战……,82614,38
6578.0,11026735,超能陆战队 Big Hero 6,2014,"['唐·霍尔', '克里斯·威廉姆斯']","['斯科特·安第斯', '瑞恩·波特', '丹尼尔·海尼', 'T·J·米勒', '杰米·钟', '小达蒙·韦恩斯', '珍尼希斯·罗德里格兹', '詹姆斯·克伦威尔', '艾伦·图代克', '玛娅·鲁道夫', '亚布拉哈姆·本鲁比', '凯蒂·洛斯', '比利·布什', '丹尼尔·吉尔森', '保罗·布里格斯']","['喜剧', '动作', '科幻', '动画', '冒险']",102,美国,英语,8.7,804167,47.2,41.5,10.5,0.6,0.1,未来世界的超级都市旧京山（San Fransokyo），热爱发明创造的天才少年小宏，在哥哥泰迪的鼓励下参加了罗伯特·卡拉汉教授主持的理工学院机器人专业的入学大赛。他凭借神奇的微型磁力机器人赢得观众、参赛者以及考官的一致好评，谁知突如其来的灾难却将小宏的梦想和人生毁于一旦。大火烧毁了展示会场，而哥哥为了救出受困的卡拉汉教授命丧火场。身心饱受创伤的小宏闭门不出，哥哥生前留下的治疗型机器人大白则成为安慰他的唯一伙伴。原以为微型机器人也毁于火灾，谁知小宏和大白竟意外发现有人在某座废弃工厂内大批量地生产他的发明。稍后哥哥的朋友们弗雷德等人也加入进来，他们穿上小宏发明的超级战士战斗装备，和怀有险恶阴谋的神秘对手展开较量……,179491,142
6548.0,26147417,神奇动物：格林德沃之罪 Fantastic Beasts: The Crimes of Grindelwald,2018,['大卫·叶茨'],"['埃迪·雷德梅恩', '凯瑟琳·沃特斯顿', '约翰尼·德普', '裘德·洛', '埃兹拉·米勒', '丹·福勒', '艾莉森·萨多尔', '佐伊·克罗维兹', '卡勒姆·特纳', '金秀贤', '威廉·纳迪兰', '凯文·格思里', '卡门·艾乔戈', '沃尔夫·罗特', '德里克·里德尔', '科内尔·约翰', '英格瓦·埃盖特·西古德松', '波佩·科比-特曲', '西蒙·米考克', '大卫·樱井', '维多利亚·耶茨', '奥拉维尔·达里·奥拉夫松', '大卫·威尔莫特', '艾德·高根', '奥莉维亚·波皮卡', '阿尔菲·西蒙斯', '菲奥娜·格拉斯科特', '杰米·坎贝尔·鲍尔', '托比·瑞格波', '约书亚·希', '布隆蒂斯·佐杜洛夫斯基', '杰西卡·威廉姆斯', '欧文·弗热瑞', '休·夸希', '塔希尔·布尔汉', '迈克尔·科布', '萨比恩·克洛森', '亚历珊德拉·福特', '肖恩·吉斯灵厄姆', '通恰伊·古奈什', '迈克尔·海登', '露丝·霍洛克斯', '泰·赫尔利', '纳西尔·贾玛', '卡米尔·雷米泽斯基', '迪诺·布加迪']","['奇幻', '冒险']",134,美国 / 英国,英语,7.1,408916,14.0,35.9,41.3,7.6,1.1,虽然纽特（埃迪·雷德梅恩 Eddie Redmayne 饰）协助美国魔法部将邪恶的黑巫师格林德沃（约翰尼·德普 Johnny Depp 饰）捉拿归案，但最终格林德沃还是逃脱了禁锢，他来到了法国巴黎，一是为了集结信徒掀起革命，二是为了寻找同样藏匿在这里的克雷登斯（埃兹拉·米勒 Ezra Miller 饰），寄生在克雷登斯身上的默默然是帮助格林德沃实现野心的不可或缺的道具。格林德沃的潜逃在整个魔法世界里都掀起了轩然大波，一时间草木皆兵。邓布利多（裘德·洛 Jude Law 饰）秘密的找到了纽特，希望他能够前往巴黎，先格林德沃一步找到克雷登斯。和纽特一起踏上巴黎之旅的，是麻鸡雅各布（丹·福格勒 Dan Fogler 饰），他此行的目的，是要找回先前因为吵架而来到巴黎投奔姐姐蒂娜（凯瑟琳·沃特森 Katherine Waterston 饰）的恋人奎妮（艾莉森·苏朵儿 Alison Sudol 饰）。,135717,27
